Alcohol,CH4,CO,H2,LPG,Propane,Smoke,Temp,LPG_Leakage
-1.3218568152529753,-0.008798558347080852,0.10627516601000293,0.4248494788069842,-1.1977257824720602,-0.31017375351694004,0.29603754949408567,-0.28651842537811556,1
0.35629413020488215,-0.5593145777818681,-0.1104270608420348,1.340581730619673,-1.5186882029658504,0.6166060323354956,0.6497504578393234,1.0409800705822636,1
1.050202756470537,0.7212008479572157,0.9765080822578122,1.0289746217358402,0.2780392977753924,0.32915224247746766,-0.31670649005298407,0.8197303212555338,1
1.056959182994398,-0.3876261851070731,0.3942084612604323,0.6053618387245155,1.3151616016168375,0.03871702629804591,1.4045765277680229,-1.392767172011765,0
-0.8272914392387464,1.1215494343920394,0.44919832374912144,1.1400361576164249,0.8238202177615971,1.5485503558556446,1.3230645055111445,0.5984805719288039,1
0.9227170608170745,1.4324782651120933,0.8889178216383674,0.4776139476192779,-0.26513477479040204,0.736401422592235,0.1457217902683923,-1.1715174226850351,0
0.3741346739690066,-0.04065635452321467,-1.4184720291366064,-0.33801992770114764,-0.4942589204134635,-1.7164913659608694,0.1889601468710832,0.5984805719288039,0
-0.36685220941428154,0.9939402570039977,1.5687161002239782,0.867498203869069,0.5176155936773759,-1.1130676602107352,-0.24030796853460487,-0.5077681747048455,0
0.8070287372066325,-0.7877749777382401,0.5511608836361676,-0.5932845203499632,0.3922093031592147,0.09767328748376711,0.5553310884468841,-0.06526867605138569,1
1.6374706160288832,0.546947479028624,-1.676560005626994,0.24906777063352487,-0.8314042390368052,0.189851531398757,1.5375716059912516,0.1559810732753442,0
1.2507695483209036,-1.2713406089884907,1.0078120344958499,0.6238468769843398,-1.003402582416613,1.5917468990465364,0.114180661712345,0.5984805719288039,1
-1.0531627226203475,-0.8065746227735654,-0.46564995064498294,-1.1184993487942125,0.9965191012639087,-0.4603786418374633,1.031081472322073,-0.28651842537811556,1
1.1970254549196306,-1.3921582372823935,0.6320742096672387,1.425750675614032,-1.577106730123916,-0.5679410805846644,-0.3393607899613135,-1.1715174226850351,0
-0.006267505263825408,-1.5531506208440613,0.9799654522402729,1.7669189558440865,0.6465320129872401,0.23653019846120127,0.8094330944169645,-1.1715174226850351,0
-0.15891320674892842,-1.3018864114573585,1.1352484088067762,-1.6878005722173866,-1.110719297946163,-1.0499071152253492,1.8376147860933703,1.2622298199089936,1
1.1654690901012132,-1.6264419894520343,0.2744111904806208,-1.156132811052099,1.1811326363538552,-0.7572581506117502,-1.2187855978577566,1.7047293185624532,1
0.2165432040525715,-0.07012169699658147,-1.575610672659186,1.394870724438606,-0.7940367651706236,0.2640851952818655,-1.4130758001622186,-1.1715174226850351,0
-0.46463921352981724,-1.5483520623872966,-0.6692190475678919,1.4883796440419612,0.8567267928565622,0.8430254911055741,-1.4926028661477906,-1.6140169213384947,0
-0.6351415127456668,-1.3946612962068996,-0.1289816467378533,-0.6022630906250258,0.40632162405814565,-1.0771662453118285,-1.1967359151342245,0.5984805719288039,1
0.2894339460738202,-0.5955048080012751,1.6828782219888678,1.0375685207811385,1.6829404355485416,-1.0395290205493495,-1.6538716275262868,0.8197303212555338,1
0.15936814864189772,-1.74180763411192,0.8558868382254401,-0.7011036490459289,-1.0130191918836715,-1.6003549193398994,0.5832650393824237,0.1559810732753442,1
1.4703407965154567,-0.5019395476664076,0.42651703943119174,-1.5096531358937295,0.3058084184954968,0.6883650948649389,0.38101908704493614,0.1559810732753442,1
-1.527289105701567,1.505924779816849,0.12390421406750947,0.6725756057563146,1.6315601636020565,-0.6958281634177307,-0.47762384091669924,0.1559810732753442,1
-0.02392572183560584,0.3056884795760602,1.580423099945279,-0.5322229951979237,0.9755043019211797,0.5374879413022458,0.7957436554005718,-0.28651842537811556,1
-1.4559842662401445,1.199731300244203,0.23780452200832108,0.92279297559304,-0.06699932970029614,-1.7398079405125395,0.31896045018863733,-1.6140169213384947,0
-0.6337952729732613,0.17652429006160583,-0.9828313160844221,-1.5454117342996077,-0.6440576144364257,0.8592281338563116,0.1452695217508793,0.1559810732753442,0
0.6678947420573487,-0.025694133961727927,0.805244914545651,1.4205235600968031,1.2725656504636973,-1.1536626769696885,-1.3181834598201263,-0.7290179240315753,0
-0.748435501905698,-0.809607184808882,0.7177924649150185,0.7908407036786562,1.7011388093407322,-0.28702612062118055,-1.2088218888510471,1.4834795692357234,1
0.09733906175201427,0.40172689563499203,1.1411195361521351,0.7829356368473875,0.31052697530290746,0.4810141595784968,0.657586062988393,-1.1715174226850351,0
-0.31391425447979004,0.975905119397493,-1.36181147881253,1.4521513500932217,-0.43040584866926845,-0.39605651354952576,-0.39780216339683183,-1.1715174226850351,0
0.2763155619202279,0.07637451500638762,-1.0621243621455378,1.4106826359335742,0.624181397899205,0.9245227708474402,-0.05239623865553613,-0.9502676733583052,0
-0.5648767409789394,0.2048347296065726,0.09503937923165026,0.15118060634319408,1.5620675147437906,1.2977980465623355,-1.5996133839900337,1.7047293185624532,1
-1.2816737367992885,0.36915482012897727,-0.8561181597971891,0.40842920816006145,-0.2143601396622112,-0.028994439252498942,-1.6011830530114954,-0.9502676733583052,0
0.6412325436346936,1.16402558665186,-1.6423743142321354,-1.6012831112291532,0.31554033104243556,-1.5212884736833268,-0.5390155763479173,-1.6140169213384947,0
0.4018736348672059,-0.3126254946491627,-0.7429825868060264,0.8150919833972886,1.0653988699052714,-0.1456674725836914,-0.2662987219508463,-1.1715174226850351,0
-0.7820031993994131,-0.5322418866787191,-1.0981350579939062,0.7452733874155144,1.2003611249052077,1.6128059578956593,-0.14922009822187332,-1.6140169213384947,0
1.7044592318929175,0.8504119503561175,0.9447370249340141,0.6085835244006703,-1.5238168987413738,-0.15172923925299742,-1.5715711434094561,1.0409800705822636,1
-1.0209607590013634,0.23013919053182635,-1.5133142004928108,-0.4625919942350458,-0.7250222914888236,0.9432709179266036,-1.0156188296497148,0.8197303212555338,0
1.4083954195943857,0.8154772683610424,-0.061606384784297044,-1.063198322934627,-0.3481753137979151,0.6865566313358721,-0.14917798558213566,0.5984805719288039,1
-0.0717573686725494,1.6247106060979277,-1.5593970402485624,-1.422617089551787,-0.6856044553871159,1.1327499268466605,0.08888105103061354,-0.06526867605138569,0
-0.6832208493533429,1.6029087746872108,0.9113935293078436,-0.7284686653851207,0.6156835609120241,-1.5569640494774417,-0.032223045614407385,-1.1715174226850351,0
